DATE,AVG_HEALTH
2024-10-14,3.575476323
2024-10-15,3.542575661
2024-10-16,3.536663252
2024-10-17,3.660590466
2024-10-18,3.824699825
2024-10-19,3.94331095
2024-10-20,3.939105166
2024-10-21,4.011137206
2024-10-22,4.057045701
2024-10-23,4.582570079
2024-10-24,4.7320092
2024-10-25,4.543300539
2024-10-26,4.402957774
2024-10-27,4.56485955
2024-10-28,4.60906622
2024-10-29,4.590426155
2024-10-30,4.550019003
2024-10-31,4.349812663
2024-11-01,4.242816682
2024-11-02,4.198803931
2024-11-03,4.087864247
2024-11-04,4.021947809
2024-11-05,3.864425867
2024-11-06,3.72770031
2024-11-07,3.481407399
2024-11-08,3.014107305
2024-11-09,3.061953984
2024-11-10,2.895302701
2024-11-11,2.978227692
2024-11-12,3.148024918
2024-11-13,3.112355725
2024-11-14,3.042979517
2024-11-15,2.807521311
2024-11-16,2.61329619
2024-11-17,2.591234788
2024-11-18,2.706057003
2024-11-19,2.808773194
2024-11-20,2.931621754
2024-11-21,2.837017548
2024-11-22,3.044837014
2024-11-23,2.896164229
2024-11-24,2.675796943
2024-11-25,2.885976941
2024-11-26,3.442155567
2024-11-27,3.618543493
2024-11-28,3.676938569
2024-11-29,3.618478534
2024-11-30,3.566858283
2024-12-01,3.368318814
2024-12-02,3.12988941
2024-12-03,3.047602326
2024-12-04,2.917759998
2024-12-05,2.906290335
2024-12-06,2.757333852
2024-12-07,2.683260805
2024-12-08,2.678269611
2024-12-09,2.897675231
2024-12-10,3.063786478
2024-12-11,3.203115626
2024-12-12,3.116869678
2024-12-13,3.012974358
2024-12-14,3.019397479
2024-12-15,3.355338826
2024-12-16,3.38237933
2024-12-17,3.490096947
2024-12-18,3.431921169
2024-12-19,3.656007543
2024-12-20,3.558525497
2024-12-21,3.508851529
2024-12-22,3.486198758
2024-12-23,3.517485692
2024-12-24,3.688107582
2024-12-25,3.750708004
2024-12-26,3.701434657
2024-12-27,3.653265128
2024-12-28,3.612660799
2024-12-29,3.804272658
2024-12-30,3.801928176
2024-12-31,3.833976802
2025-01-01,3.922245611
2025-01-02,3.786940662
2025-01-03,3.627468126
2025-01-04,3.533429992
2025-01-05,3.544805153
2025-01-06,3.569385875
2025-01-07,3.548675809
2025-01-08,3.495666377
2025-01-09,3.500829521
2025-01-10,3.54449958
2025-01-11,3.586934013
2025-01-12,3.578980573
2025-01-13,3.494159815
2025-01-14,3.394557911
2025-01-15,3.311325442
2025-01-16,3.237763567
2025-01-17,3.430053122
2025-01-18,3.589870797
2025-01-19,3.512394728
2025-01-20,3.478466536
2025-01-21,3.441765309
2025-01-22,3.419594342
2025-01-23,3.407210617
2025-01-24,3.513480649
2025-01-25,3.675089647
2025-01-26,3.930359738
2025-01-27,4.601616691
2025-01-28,4.731556838
2025-01-29,4.721402936
2025-01-30,4.62133831
2025-01-31,4.73212694
2025-02-01,5.155558794
2025-02-02,5.189793114
2025-02-03,4.901364934
2025-02-04,4.979559846
2025-02-05,5.355789188
2025-02-06,5.159599376
2025-02-07,4.623018208
2025-02-08,4.648353398
2025-02-09,4.845589514
2025-02-10,4.744494295
2025-02-11,4.756362241
2025-02-12,4.767194252
2025-02-13,4.389113356
2025-02-14,4.23249867
2025-02-15,4.220340758
2025-02-16,4.244607001
2025-02-17,4.271170055
2025-02-18,4.201283131
2025-02-19,4.14608605
2025-02-20,4.150166977
2025-02-21,4.198554299
2025-02-22,4.219751004
2025-02-23,4.195306524
2025-02-24,4.172346652
2025-02-25,3.971789953
2025-02-26,3.918456324
2025-02-27,3.829283307
2025-02-28,3.641480642
2025-03-01,3.637604788
2025-03-02,3.574865086
2025-03-03,3.457503347
2025-03-04,3.375087333
2025-03-05,3.321188431
2025-03-06,3.308157493
2025-03-07,3.486404392
2025-03-08,3.486014314
2025-03-09,3.400983103
2025-03-10,3.25758952
2025-03-11,3.460194802
2025-03-12,3.779802131
2025-03-13,2.246140678
