DATE,AVG_HEALTH,close,volatility,volume,market_cap_ada,olrs
2024-10-14,2.48251582,1.0820653494537742,14.254549701883215,193378.965328,13453053.383748159,77.2
2024-10-15,2.538292676,1.1028652113474209,5.137588243910457,117762.840296,13711652.970705703,67.9
2024-10-16,2.574336735,1.073447923908978,5.401316268742453,68222.432048,13345915.043218967,73.46
2024-10-17,2.696758366,1.115830072574924,3.9482258730922535,50925.020701999994,13872841.91395625,74.72
2024-10-18,2.683056072,1.084396646392111,5.058083124842679,113844.24578899998,13482037.827414751,68.19
2024-10-19,2.689714024,1.0861723978989768,1.9243442037858234,31519.074205999994,13504115.310840493,76.79
2024-10-20,2.700328029,1.0740470314487682,1.993035447118454,56526.82612000001,13353363.60047983,72.93
2024-10-21,2.735024578,1.0767007997085298,3.952224290974113,71375.506293,13386357.251080222,71.92
2024-10-22,2.805869905,1.1068406303702298,3.530013373314897,81846.864505,13761078.381438626,70.33
2024-10-23,2.825555393,1.0870278712653116,3.5619169994845614,81416.52241399999,13514751.20161316,70.42
2024-10-24,2.825048453,1.0812283721824187,2.6236678677998917,89444.29904499999,13442647.450392827,69.0
2024-10-25,2.770521376,1.077225893993696,3.9536831755532096,93717.806387,13392885.619679594,69.3
2024-10-26,2.786929283,1.079332129450187,0.5467963752127133,15263.790188999998,13419071.929082459,79.31
2024-10-27,2.744024206,1.0384482972692806,5.237088858179083,95001.163188,12910773.260116134,70.18
2024-10-28,2.763071287,1.1094368283635567,11.979756556046087,273391.431204,13793356.275021153,73.81
2024-10-29,2.810391201,1.0882771204556325,3.5492852313028798,42255.254387999994,13530282.810730368,75.82
2024-10-30,2.804364134,1.0661454703529176,2.2663540763071945,30846.135306000004,13255125.427257588,77.06
2024-10-31,2.841248421,1.0854763564385006,7.577188676666552,117779.47328500001,13495461.59789255,70.43
2024-11-01,2.837207432,1.0744331348087295,4.617017342676039,103943.802675,13358163.928958906,68.74
2024-11-02,2.847315997,1.0882487276998534,2.279765565723381,35048.131617,13529929.81055399,76.34
2024-11-03,2.895638368,1.1005879405348638,1.1895191066968602,8848.755175,13683340.22062453,80.62
2024-11-04,2.951567251,1.1053305883311428,8.393204088112961,144440.469029,13742304.398726957,69.61
2024-11-05,2.868669995,1.05917964327586,6.300764326398006,93528.100971,13168521.005836165,71.32
2024-11-06,2.780208136,1.0826120511173638,10.04849288573185,262733.452936,13459850.39158966,70.5
2024-11-07,2.766384981,1.0556418083778927,6.504970666855914,138279.79898000002,13124535.971319286,67.77
2024-11-08,2.726159293,1.0565692413421837,3.4662175562468915,119609.32191700002,13136066.51814324,66.6
2024-11-09,2.709796296,1.0635475109875319,10.431088191178597,320319.81460499996,13222825.63496779,71.14
2024-11-10,2.706713089,1.068458882418514,7.6998482377128035,221743.4370340001,13283887.51268319,67.22
2024-11-11,2.770544137,1.095200646508963,5.493618746864496,193765.977739,13616361.313887542,64.86
2024-11-12,2.925618772,1.1338531897161523,6.622959071299896,179153.283269,14096918.913709441,66.13
2024-11-13,2.962767692,1.1332579858948,4.002821081139002,73848.823516,14089518.890423505,71.59
2024-11-14,2.959568531,1.1464746209181103,4.5153831773944795,101942.15637400001,14253838.07559274,68.79
2024-11-15,3.017869884,1.152362582967247,2.490001213541292,69670.9988,14327041.665198956,70.76
2024-11-16,2.79904421,1.05621696710906,9.102828192709717,122683.51809299999,13131686.778910002,72.09
2024-11-17,2.759135428,1.0791627437678273,4.102458930292747,73792.91961800003,13416965.998393174,71.71
2024-11-18,2.804649937,1.073240459213256,1.332903189749291,45658.020339999995,13343335.685485905,74.33
2024-11-19,2.819004598,1.0981589621416874,2.6399333555646525,37434.072678,13653141.327361874,76.1
2024-11-20,2.679421242,0.9773793949043816,12.402711349318169,188442.717939,12151518.558894426,74.82
2024-11-21,2.680901118,1.0709310248898811,15.98915672905578,262346.070194,13314623.054354794,77.19
2024-11-22,2.652914073,1.061540577889261,2.2419057264144744,70211.942566,13197873.9274556,71.17
2024-11-23,2.632422469,1.0385877616480372,6.158527854724482,103691.99472,12912507.186568443,70.17
