DATE,AVG_HEALTH,close,volatility,volume,market_cap_ada,olrs
2024-10-14,2.885890331,1.283860322297271,6.426125848128278,145564.565547,19426347.308744468,66.84
2024-10-15,2.802567249,1.2594636157271561,2.2872876649058784,38745.857686,19057195.862290744,75.37
2024-10-16,2.784328979,1.2508987866392178,1.8917934140850763,52314.43767900001,18927599.720395334,73.12
2024-10-17,2.785319386,1.2785188915871588,5.073134073801075,62817.262129,19345525.052383617,73.5
2024-10-18,2.779581125,1.1990316524440505,7.7214470555422565,77541.078619,18142787.73946142,74.4
2024-10-19,2.71378452,1.185858192482339,3.6802480875889803,75464.24930200001,17943457.482088767,70.91
2024-10-20,2.705357403,1.17874543723899,1.1883408733045355,15708.031919000001,17835832.959950607,79.05
2024-10-21,2.801057032,1.181685606530293,2.340316559332268,40076.293952,17880321.24953117,75.24
2024-10-22,3.137575581,1.4028081167273865,20.63593482641266,207875.10635600012,21226170.175825432,72.9
2024-10-23,3.329085618,1.4353604509598243,5.28942097769556,110657.77128299998,21718726.055563293,59.09
2024-10-24,3.31774845,1.3293698365201816,8.46464305275039,134763.95561200002,20114960.87035417,61.14
2024-10-25,3.212972124,1.380460987977795,3.889208231460734,77154.395438,20888031.30128961,64.82
2024-10-26,3.242639895,1.3906578867505928,1.1760177228897262,23010.612864,21042322.61600057,70.87
2024-10-27,3.246605133,1.3935494488067368,1.3511326498900336,21051.627844000002,21086075.419784497,71.16
2024-10-28,3.35414731,1.5025948974384074,12.414594777686458,207955.42091900005,22736063.91212003,64.36
2024-10-29,3.388291082,1.5513377322605213,4.177943064100889,70693.12374499999,23473601.4943804,60.88
2024-10-30,3.693386454,1.6999213247829863,11.942014660243014,279805.55283700017,25721849.549556322,54.0
2024-10-31,3.798127136,1.745657622162416,2.823315812859576,52807.97052800001,26413894.61246395,51.14
2024-11-01,3.79150528,1.768019259728012,4.271693578764916,121699.92858899999,26752253.022796497,44.42
2024-11-02,3.810062715,1.7397364832086628,2.22770725989925,57314.722850000006,26324300.67472692,49.89
2024-11-03,3.771954886,1.7665706196410158,1.5424253438004454,38786.290651,26730333.35991214,53.49
2024-11-04,3.697668842,1.6654051962845684,6.4454373371752585,66125.728107,25199579.10602106,54.87
2024-11-05,3.658119305,1.8181153270406734,10.013147696307078,141102.42663999996,27510266.636517838,53.31
2024-11-06,4.116712298,1.981172507870532,9.03042263146998,142735.3371690001,29977517.451090593,14.74
2024-11-07,4.192991538,1.9477747389981759,3.006905054891889,103552.61763699997,29472169.1307292,11.88
2024-11-08,4.592272988,2.4606861378451454,29.305712895607865,599226.1505319999,37233134.088962466,21.07
2024-11-09,5.073801988,2.4982546190875325,4.675616885444971,147595.790421,37801590.292337276,9.42
2024-11-10,4.298315758,2.5310828612252716,8.70652092309835,395584.3788550002,38298320.98977183,12.38
2024-11-11,3.938254522,2.2884106251188316,16.422930762002345,389353.80774,34626398.85079806,50.35
2024-11-12,4.205794737,2.3725084373443095,14.316095993737358,520487.51814699994,35898899.66714422,21.11
2024-11-13,5.062880866,3.2730158207623155,48.5928057710258,1314040.1207239998,49524656.98711875,20.76
2024-11-14,5.246602895,3.213414257933491,11.031439566889297,366187.8908279999,48622813.81964324,15.74
2024-11-15,5.500028074,3.5887856628632195,11.688892450504591,503845.8073089999,54302633.621915944,16.79
2024-11-16,5.232718877,3.0851165163233456,19.06326431582243,508378.2655720002,46681515.031791806,20.83
2024-11-17,4.880353272,2.9341961330511444,8.693361593749113,305360.09049199993,44397908.52842347,12.2
2024-11-18,4.623121274,2.7653565263256943,6.105590662614746,200190.980887,41843162.671139345,9.2
2024-11-19,4.198320657,2.723794527558411,3.9355863533484214,164228.40061300003,41214279.75539183,8.06
2024-11-20,4.033885058,2.963914364008402,9.33064500529918,227085.62816000014,44847581.02468393,13.1
2024-11-21,4.041487887,2.9649182754552594,6.885964084240485,444616.3382899998,44862771.40956862,9.94
2024-11-22,4.041069934,2.716591729373231,15.690768890622609,434907.2615920001,41105292.77549223,20.97
2024-11-23,3.777951364,2.8254653167313966,6.115793689618458,338360.01858500007,42752680.800526105,42.79
2024-11-24,3.850802595,2.801415647854384,1.8259422526857287,87557.18887600001,42388780.450814255,44.24
2024-11-25,3.911054783,3.1247729168184066,11.542638066282075,398275.045496,47281563.95896267,46.62
2024-11-26,4.22101525,3.566890184176136,14.971514067300337,579541.0785249999,53971328.75480595,20.67
2024-11-27,4.133165159,3.548147453862594,4.578667410531681,366688.64388900006,53687728.75388568,7.59
2024-11-28,4.015518491,3.706147533462628,5.53327841586232,383201.90326899977,56078459.55832972,8.34
2024-11-29,4.065304169,3.8256204820406228,6.456055138228008,342399.3612219997,57886228.63785307,9.2
2024-11-30,4.090447382,3.7288420218455736,4.892651595315479,257703.8336700001,56421854.40094975,7.78
2024-12-01,3.95813103,3.821110449883007,9.235190796788926,572072.3609609995,57817986.43926975,41.34
2024-12-02,3.692385386,3.5155910667929,13.726428117169986,392334.50380299997,53195111.54985672,56.64
2024-12-03,3.45809726,3.252254405523233,20.41888957856216,495980.7161319997,49210511.86085314,63.17
2024-12-04,3.324083123,2.9809222562582542,23.62198661618557,636929.9006,45104930.8438949,66.95
2024-12-05,3.433688591,2.932780083037879,6.37999256462537,210784.2872950002,44376481.992462754,52.49
2024-12-06,3.654574096,3.026621454889599,7.435488716096879,237620.45668099998,45796414.5582255,47.55
2024-12-07,3.510005876,2.887183402292937,4.889485191788345,84059.16852599996,43686549.49677489,55.75
2024-12-08,3.304608456,2.74119742927855,10.89975832177855,259678.26516000013,41477606.5418996,62.31
2024-12-09,3.362907328,2.8068726714186245,4.0589439103897265,154869.99614400003,42471351.76576949,53.51
2024-12-10,3.280989387,2.732483675041893,7.019474270600816,225063.73487200006,41345756.98379389,57.45
2024-12-11,2.960305306,2.1076688096411798,116.93814089983263,4443277.445114999,31891558.29244262,76.24
2024-12-12,2.773667342,1.5659230804926991,39.244167394049406,1845122.3247160027,23694295.31555113,76.56
2024-12-13,2.857587324,1.898943218357762,24.04239971287106,573490.1680119996,28733289.625614967,76.35
2024-12-14,3.140518468,1.9229958924630133,11.153154444876794,487318.5256929998,29097235.448036347,67.64
2024-12-15,2.976552649,1.832391039273334,6.69604018439382,135379.962761,27726275.293452673,67.35
2024-12-16,2.808346966,1.7520722225832277,10.578311224907463,303484.9501940001,26510955.214351334,70.63
2024-12-17,3.063760811,1.9109425412443437,14.987850333339644,275870.857245,28914853.780076414,74.59
2024-12-18,3.320776345,2.1501010225333212,14.722533309103076,292347.6031430001,32533608.59215619,67.4
2024-12-19,3.434883601,2.173344198173103,7.965060919487095,356419.9052310001,32885305.731396858,54.6
2024-12-20,3.459251689,2.173349139010997,9.39221350390156,263591.60014899995,32885380.492203195,55.9
2024-12-21,3.49003805,2.1288072456098823,6.505302951918914,112994.241932,32211408.19477225,55.2
2024-12-22,3.438296479,2.0947586715615807,2.4259957382037673,74401.95953499999,31696212.41113259,57.71
2024-12-23,3.455019375,2.105062875926508,1.7421432059373125,39712.580744999985,31852127.388219178,61.93
2024-12-24,3.705936425,2.328493943841756,16.371582033114894,188652.13123199996,35232907.56305838,56.78
2024-12-25,3.789188716,2.3367258488453744,1.676848648992582,43252.662781,35357466.164049126,52.05
2024-12-26,3.62275211,2.1524023879619305,9.35399597521406,118397.61138800003,32568431.012729563,54.69
2024-12-27,3.553134573,2.1782092247316562,4.3849405651256985,76583.82554600001,32958919.421259638,55.38
2024-12-28,3.481375013,2.1083648540648166,6.350961095334445,155162.06283500002,31902090.279825553,52.51
2024-12-29,3.465004881,2.1127312406005347,0.9781300693247942,38330.693864000015,31968158.947774813,61.66
2024-12-30,3.438942498,2.061610063469315,7.008534419071485,131716.03849700003,31194634.1923669,55.73
2024-12-31,3.363098636,2.035373396056855,3.21738293110592,79547.98401300001,30797641.93041549,59.57
2025-01-01,3.361697907,2.0424371323713864,3.1273237893472907,66565.132355,30904524.73733792,61.2
2025-01-02,3.280462811,1.975944328256319,5.359148972838446,131614.20979000002,29898408.819712013,58.49
2025-01-03,3.272128997,2.009623021134226,4.26342618604321,96032.68468300004,30408007.857386198,60.9
2025-01-04,3.286505807,1.9822533774740703,6.346273640794925,143021.84873400003,29993872.30523565,58.55
2025-01-05,3.127251856,1.901211162020689,11.666393454520039,246133.57805900002,28767606.33476745,68.94
2025-01-06,3.095224779,1.897911396594705,2.800291130899899,73187.193833,28717676.9241538,67.57
2025-01-07,3.143521587,1.9252126912212006,5.851253973911819,106155.61358100006,29130778.27340623,64.8
2025-01-08,3.142153246,1.911757771890915,1.557156637179706,46028.28582199999,28927189.19803581,69.59
2025-01-09,3.171073681,1.9221262351991586,1.0674482386624633,25151.821339000002,29084076.49004551,72.09
2025-01-10,2.94572028,1.8318109733579993,6.096559666484545,67391.74895400001,27717498.200074557,73.43
2025-01-11,2.734977986,1.832100485531997,5.897291781688167,105549.828433,27721878.86668175,68.9
2025-01-12,2.727319998,1.8604105725065392,2.069343770644168,28164.363100000002,28150244.454710945,76.62
2025-01-13,2.641006337,1.774182617770321,6.281693180443323,82371.27004,26845512.02600628,71.78
2025-01-14,2.628999151,1.7843279314740534,2.0598486546079955,80613.655467,26999022.7967202,69.02
2025-01-15,2.900824253,1.783326138975778,4.210715620518612,99997.81786400001,26983864.474070292,68.07
2025-01-16,2.786824818,1.7128672673063245,6.784924248048801,108374.053776,25917737.195065457,69.63
2025-01-17,3.088513664,1.8490809636152097,9.418476251322737,109631.05462100002,27978813.87665446,70.39
2025-01-18,3.211055649,1.784406400424017,4.75384130274204,71177.97193900001,27000210.126095887,65.97
2025-01-19,2.976399934,1.653943641824048,16.019986978601374,306519.3930279999,25026152.033168036,76.5
2025-01-20,3.020067292,1.6899450835251506,2.4275824927999725,86897.587593,25570897.04783576,67.95
2025-01-21,3.114085678,1.7608316307703153,5.305824703713874,74497.971886,26643495.571511794,68.68
2025-01-22,3.086301341,1.6675336181840197,6.76491559571266,74995.66927599999,25231784.68346604,70.87
2025-01-23,3.06347492,1.6659033293618493,7.063533505253878,98774.61990099998,25207116.457240015,69.15
2025-01-24,3.042173009,1.6937657283052496,2.813250102211063,54574.950513000025,25628707.988132395,71.7
2025-01-25,2.994708942,1.651711335939773,2.633813802291358,41102.694059999994,24992374.566371895,74.85
2025-01-26,3.05604431,1.6994374883963672,4.004057522062094,87049.70485900002,25714528.52442311,67.81
2025-01-27,3.32155795,1.9675205704819367,18.68424739189353,268512.184265,29770947.25607628,67.47
2025-01-28,3.825742623,2.04271439855938,11.114182335361583,227808.38067100002,30908720.10748169,48.66
2025-01-29,3.625242782,1.939423635035806,6.411835411135139,72197.30065800001,29345806.90645379,55.87
2025-01-30,3.472819493,1.8123455582690686,13.120202663305703,202586.92842100002,27422963.111280933,62.3
2025-01-31,3.283143727,1.7996465262626367,2.1460496075283704,52378.214712,27230811.51818521,65.03
2025-02-01,3.377829629,1.877908891034698,4.409295792432235,42580.913755,28415015.01202422,65.16
2025-02-02,3.356165673,1.8067307622863686,5.390635682874816,150659.31107499998,27338004.510307502,55.41
2025-02-03,3.301379232,1.8228484489016477,8.9694087463095,196302.844019,27581884.45002061,59.82
2025-02-04,3.386319031,1.8457573553984519,2.1445595547328917,49964.452966000004,27928523.696005054,62.52
2025-02-05,3.382838936,1.8489122071566853,0.6320567504305685,14217.122480999999,27976260.388929237,68.19
2025-02-06,3.403647403,1.8550194205501644,1.4775167548513175,27145.842864,28068669.85622865,65.49
2025-02-07,3.396092675,1.8434737613329344,0.6536730497184607,7557.465424,27893970.177480895,69.09
2025-02-08,3.327684929,1.8036663751910538,2.780154716418758,46162.268447,27291636.656290874,65.02
2025-02-09,3.350134618,1.8421729217504341,3.511400020150813,35250.694545000006,27874286.91359017,66.52
2025-02-10,3.391519265,1.8337635789307352,0.6859814999287015,21499.665594000002,27747043.46551674,66.64
2025-02-11,3.356903991,1.825791878732508,2.426300245682178,67465.98263400001,27626422.075477324,60.99
2025-02-12,3.371900872,1.8272511481842668,0.9121605613281729,16452.618507000003,27648502.57340578,68.14
2025-02-13,3.431092141,1.9071227207608688,4.37685771478756,58053.97736399999,28857055.312376857,61.33
2025-02-14,3.471986328,1.8821606732736385,4.835027264941617,101154.06163699999,28479349.57943808,55.39
2025-02-15,3.466750076,1.8747069592839263,1.9975320492430375,30922.340580999993,28366565.942316946,63.28
2025-02-16,3.479733476,1.8864168837955737,1.7096136651054943,22119.884856,28543751.152087584,64.34
2025-02-17,3.473817839,1.8630666524825656,1.5955634800511542,18159.244446,28190434.132044196,65.19
2025-02-18,3.411376656,1.8325475456973093,2.467501996280599,30551.708594999993,27728643.423455127,65.08
2025-02-19,3.374544471,1.786411811226028,3.816105144447679,39422.813967999995,27030554.398023278,65.39
2025-02-20,3.268844393,1.7512211471972767,3.176985385199417,64462.975868999994,26498077.422471434,64.23
2025-02-21,3.240358743,1.7546334104887056,1.7982772180075361,24339.762286000005,26549709.0607867,70.64
2025-02-22,3.225862365,1.7320481649167616,1.7566299426425642,33394.76708,26207967.192988504,69.48
2025-02-23,3.144222327,1.6895079145316927,4.881787621621648,92316.02471100002,25564282.15636195,65.47
2025-02-24,3.092492706,1.6512136793265022,4.894146212145956,81827.53714800005,24984844.42462517,68.11
2025-02-25,3.190855959,1.732416975228759,5.142509923182822,78055.10772700001,26213547.735581398,66.01
2025-02-26,3.168552459,1.6902193598557331,2.513567577297819,27264.582776000003,25575047.17784907,72.43
2025-02-27,3.086637414,1.6568463802119322,4.700564597954078,81847.01539999999,25070073.94826279,68.11
2025-02-28,3.102568153,1.6815813982801386,1.9787573463359625,34510.61996999999,25444344.453656435,72.8
2025-03-01,3.131417673,1.6967322515044112,1.3657576782745742,14106.988574000003,25673595.043963548,75.38
2025-03-02,3.097767074,1.6316571056338516,5.346339933397683,55304.422271,24688929.996766936,71.84
2025-03-03,2.957678056,1.5757040729723526,4.094329754117822,35001.560079999996,23842293.46895926,76.73
2025-03-04,2.934780393,1.5809463477896837,1.1156758237212876,15811.372364,23921615.37767526,78.69
2025-03-05,2.918147514,1.5375666769131724,3.1581950595763977,33780.208604,23265228.901708595,76.38
2025-03-06,2.876269141,1.5437504320048752,1.717242397503964,23476.038661000002,23358796.536752168,77.51
2025-03-07,2.777260323,1.3097085780783777,18.71298550623119,152311.77431000007,19817462.43661955,77.89
2025-03-08,2.521122393,1.3487742785820638,9.716889248182122,170258.77548399995,20408573.364080925,69.98
2025-03-09,2.498183748,1.253097474090004,13.980477009467918,177882.26589200008,18960868.49995067,77.05
2025-03-10,2.28784022,1.0891179273850986,19.321339964349804,204560.16195899993,16479661.182849403,76.96
2025-03-11,2.171452526,1.1958986849937978,10.801297389401403,94835.66583500002,18095382.182378154,76.95
2025-03-12,2.228024874,1.1768535498574104,4.198469460761317,61522.70568300002,17807206.43360245,73.1
2025-03-13,1.928286439,1.2332651065286637,4.793421974899785,41063.94678300001,18660780.979906518,76.54
